    Alt_mean        Temp          Rh       Speed       PTemp         Dir          MR
        3.50        8.62       65.70        4.20       20.04      130.40        5.30
        8.50        8.88       64.23        3.20       20.39      138.71        5.28
       13.50        9.27       61.61        4.08       20.84      138.38        5.20
       18.50        9.43       60.35        4.58       21.05      142.17        5.15
       23.50        9.81       58.48        5.42       21.52      141.98        5.12
       28.50       11.80       52.25        6.85       23.62      142.55        5.22
       33.50       13.43       46.69        6.99       25.40      147.33        5.21
       38.50       13.84       43.54        6.61       25.88      144.50        4.99
       43.50       14.03       42.63        6.16       26.13      146.76        4.95
       48.50       14.04       42.23        6.09       26.16      148.30        4.91
       53.50       14.04       42.12        5.77       26.22      145.88        4.89
       58.50       14.15       41.78        5.04       26.41      153.63        4.90
       63.50       14.25       41.57        4.81       26.56      149.39        4.91
       68.50       14.35       41.34        4.74       26.70      150.50        4.91
       73.50       14.47       41.00        4.10       26.89      148.78        4.92
       78.50       14.44       40.88        4.15       26.86      152.63        4.89
       83.50       14.66       40.65        3.63       27.20      159.06        4.94
       88.50       14.71       40.36        3.43       27.29      157.09        4.93
       93.50       15.00       39.20        3.20       27.70      171.00        4.89
       98.50       15.00       84.84        3.01       27.70      172.75       10.65
      103.50       14.97      100.00        2.90       27.75      175.50       12.59
      108.50       14.79      100.00        3.17       27.56      164.83       12.42
      113.50       14.78      100.00        2.98       27.62      165.93       12.42
      118.50       15.06      100.00        3.02       27.93      179.47       12.65
      123.50       15.20      100.00        3.14       28.17      187.77       12.79
      128.50       15.37      100.00        3.40       28.38      190.22       12.93
      133.50       15.35      100.00        3.48       28.38      180.73       12.91
      138.50       15.35      100.00        3.38       28.47      184.12       12.93
      143.50       15.31      100.00        3.19       28.49      182.62       12.92
      148.50       15.32      100.00        3.08       28.52      181.87       12.92
      153.50       15.30      100.00        2.95       28.57      178.93       12.92
      158.50       15.29      100.00        2.85       28.58      180.89       12.91
      163.50       15.23      100.00        2.62       28.61      180.42       12.89
      168.50       15.24      100.00        2.47       28.66      181.44       12.89
      173.50       15.22      100.00        2.33       28.70      174.27       12.88
      178.50       15.22      100.00        2.28       28.72      171.33       12.90
      183.50       15.21      100.00        2.29       28.79      172.17       12.89
      188.50       15.17      100.00        2.30       28.80      169.43       12.87
      193.50       15.17      100.00        2.31       28.84      170.87       12.87
      198.50       15.11      100.00        2.35       28.82      172.93       12.83
      203.50       15.14      100.00        2.42       28.88      171.87       12.85
      208.50       15.09      100.00        2.51       28.90      173.10       12.84
      213.50       15.09      100.00        2.66       28.96      172.96       12.84
      218.50       15.10      100.00        2.85       29.01      171.21       12.85
      223.50       15.06      100.00        2.91       29.01      167.90       12.82
      228.50       15.00      100.00        2.94       29.03      173.06       12.80
      233.50       15.01      100.00        3.11       29.09      173.06       12.80
      238.50       14.99      100.00        3.32       29.09      171.73       12.79
      243.50       14.95      100.00        3.41       29.11      170.44       12.76
      248.50       14.90      100.00        3.40       29.12      171.96       12.73
      253.50       14.88      100.00        3.45       29.10      171.33       12.71
      258.50       14.82      100.00        3.48       29.11      170.62       12.67
      263.50       14.81      100.00        3.45       29.16      170.04       12.68
      268.50       14.78      100.00        3.54       29.17      169.40       12.65
      273.50       14.71      100.00        3.69       29.20      165.28       12.63
      278.50       14.70      100.00        3.81       29.21      167.53       12.62
      283.50       14.65      100.00        3.79       29.23      170.08       12.58
      288.50       14.63      100.00        3.79       29.24      172.40       12.56
      293.50       14.59      100.00        3.88       29.24      171.25       12.54
      298.50       14.54      100.00        3.92       29.23      170.07       12.51
      303.50       14.52      100.00        3.77       29.29      169.33       12.51
      308.50       14.48      100.00        4.01       29.27      170.23       12.46
      313.50       14.43      100.00        4.01       29.26      166.02       12.43
      318.50       14.37      100.00        3.94       29.27      169.33       12.39
      323.50       14.36      100.00        3.98       29.28      167.31       12.38
      328.50       14.30      100.00        4.07       29.30      168.75       12.35
      333.50       14.25      100.00        4.06       29.30      171.34       12.31
      338.50       14.20      100.00        4.07       29.28      171.97       12.28
      343.50       14.18      100.00        4.17       29.30      169.98       12.26
      348.50       14.12      100.00        4.19       29.30      172.64       12.24
      353.50       14.10      100.00        4.24       29.31      169.89       12.21
      358.50       14.04      100.00        4.33       29.32      171.10       12.18
      363.50       14.00      100.00        4.33       29.30      168.87       12.16
      368.50       13.97      100.00        4.37       29.33      170.47       12.13
      373.50       13.90      100.00        4.44       29.33      170.78       12.10
      378.50       13.87      100.00        4.29       29.34      167.97       12.07
      383.50       13.81      100.00        4.28       29.32      169.31       12.03
      388.50       13.75      100.00        4.48       29.32      167.53       11.99
      393.50       13.71      100.00        4.42       29.32      170.99       11.97
      398.50       13.67      100.00        4.34       29.34      173.32       11.95
      403.50       13.60      100.00        4.43       29.31      172.78       11.91
