    Time  Press    Temp     Rh    Alt  Speed    Dir   Batt  P.Temp  Dew   S.H.   M.R.     Et    Ozone O3Curr O3Temp   AD1    AD2    AD3    AD4    AD5    AD6
            hPa      °C     %      m    mps    deg      v     °C     °C          g/kg      s      ppb     µA     °C     v      v      v      v      v      v 
--------------------------------------------------------------------------------------------------------------------------------------------------------------
03:16:25 870.33   13.4   49.7   1311    0.5     87    8.6    25.0   3.2   0.85   5.53    1.0     0.00   0.00    0.0  0.001  0.000  0.000  0.000  0.000  0.000
03:16:26 870.24   13.4   49.7   1312    0.5     87    8.5    25.0   3.1   0.85   5.52    2.0     0.00   0.00    0.0  0.001  0.000  0.000  0.000  0.000  0.000
03:16:27 870.57   13.4   49.8   1309    0.5     87    8.5    24.9   3.1   0.85   5.51    3.0     0.00   0.00    0.0  0.001  0.000  0.000  0.000  0.000  0.000
03:16:28 870.21   13.3   49.9   1312    0.5     87    8.5    24.9   3.0   0.85   5.48    4.0     0.00   0.00    0.0  0.001  0.000  0.000  0.000  0.000  0.000
03:16:29 870.22   13.4   50.0   1312    0.5     87    8.5    25.0   3.2   0.85   5.54    5.0     0.00   0.00    0.0  0.001  0.000  0.000  0.000  0.000  0.000
03:16:31 870.16   13.2   50.3   1313    0.5     87    8.5    24.8   3.1   0.85   5.50    7.0     0.00   0.00    0.0  0.001  0.000  0.000  0.000  0.000  0.000
03:16:33 870.31   13.5   49.9   1312    0.6     87    8.5    25.1   3.3   0.85   5.58    9.0     0.00   0.00    0.0  0.001  0.000  0.000  0.000  0.000  0.000
03:16:35 870.48   13.6   49.5   1310    0.7     87    8.5    25.2   3.3   0.85   5.57   11.0     0.00   0.00    0.0  0.001  0.000  0.000  0.000  0.000  0.000
03:16:36 870.02   13.5   49.6   1314    0.7     87    8.5    25.1   3.1   0.85   5.52   12.0     0.00   0.00    0.0  0.001  0.000  0.000  0.000  0.000  0.000
03:16:37 870.34   13.4   49.8   1311    0.7     87    8.5    25.0   3.1   0.85   5.52   13.0     0.00   0.00    0.0  0.001  0.000  0.000  0.000  0.000  0.000
03:16:38 870.30   13.4   49.7   1312    0.6     87    8.5    25.0   3.2   0.85   5.53   14.0     0.00   0.00    0.0  0.001  0.000  0.000  0.000  0.000  0.000
03:16:39 870.24   13.4   49.9   1312    0.6     87    8.5    25.0   3.2   0.85   5.53   15.0     0.00   0.00    0.0  0.001  0.000  0.000  0.000  0.000  0.000
03:16:41 870.13   13.2   50.1   1313    0.5     87    8.5    24.9   3.1   0.85   5.50   17.0     0.00   0.00    0.0  0.001  0.000  0.000  0.000  0.000  0.000
03:16:42 869.98   13.6   49.7   1315    0.5     87    8.5    25.2   3.3   0.85   5.59   18.0     0.00   0.00    0.0  0.001  0.000  0.000  0.000  0.000  0.000
03:16:43 870.15   13.6   49.6   1313    0.6     87    8.5    25.3   3.3   0.85   5.59   19.0     0.00   0.00    0.0  0.001  0.000  0.000  0.000  0.000  0.000
03:16:44 870.02   13.5   49.8   1314    0.6     87    8.5    25.1   3.2   0.85   5.56   20.0     0.00   0.00    0.0  0.001  0.000  0.000  0.000  0.000  0.000
03:16:46 870.12   13.4   49.8   1313    0.6     87    8.5    25.0   3.2   0.85   5.53   22.0     0.00   0.00    0.0  0.001  0.000  0.000  0.000  0.000  0.000
03:16:47 870.34   13.3   50.1   1311    0.6     87    8.5    24.9   3.2   0.85   5.53   23.0     0.00   0.00    0.0  0.001  0.000  0.000  0.000  0.000  0.000
03:16:48 870.49   13.5   49.7   1310    0.6     87    8.5    25.0   3.2   0.85   5.53   24.0     0.00   0.00    0.0  0.001  0.000  0.000  0.000  0.000  0.000
03:16:49 870.36   13.5   49.9   1311    0.6     87    8.5    25.1   3.2   0.85   5.56   25.0     0.00   0.00    0.0  0.001  0.000  0.000  0.000  0.000  0.000
03:16:50 870.20   13.3   50.0   1313    0.6     87    8.5    24.9   3.1   0.85   5.52   26.0     0.00   0.00    0.0  0.001  0.000  0.000  0.000  0.000  0.000
03:16:51 870.17   13.4   49.9   1313    0.6     87    8.5    25.0   3.2   0.85   5.54   27.0     0.00   0.00    0.0  0.001  0.000  0.000  0.000  0.000  0.000
03:16:52 870.39   13.6   49.7   1311    0.6     87    8.5    25.2   3.3   0.85   5.57   28.0     0.00   0.00    0.0  0.001  0.000  0.000  0.000  0.000  0.000
03:16:53 870.19   13.6   49.8   1313    0.6     87    8.5    25.2   3.3   0.85   5.59   29.0     0.00   0.00    0.0  0.001  0.000  0.000  0.000  0.000  0.000
03:16:55 870.35   13.2   50.3   1311    0.6     87    8.5    24.8   3.1   0.85   5.49   31.0     0.00   0.00    0.0  0.001  0.000  0.000  0.000  0.000  0.000
03:16:56 870.23   13.2   50.5   1312    0.6     87    8.5    24.8   3.2   0.85   5.54   32.0     0.00   0.00    0.0  0.001  0.000  0.000  0.000  0.000  0.000
03:16:58 870.33   13.5   50.3   1311    0.5     87    8.5    25.1   3.3   0.85   5.60   34.0     0.00   0.00    0.0  0.001  0.001  0.000  0.000  0.000  0.000
03:16:59 870.23   13.4   50.3   1312    0.6     87    8.5    25.0   3.3   0.85   5.57   35.0     0.00   0.00    0.0  0.001  0.000  0.000  0.000  0.000  0.000
03:17:00 870.28   13.3   50.5   1312    0.6     87    8.5    24.9   3.3   0.85   5.57   36.0     0.00   0.00    0.0  0.001  0.000  0.000  0.000  0.000  0.000
03:17:01 870.42   13.4   50.5   1310    0.5     87    8.5    25.0   3.3   0.85   5.59   37.0     0.00   0.00    0.0  0.001  0.000  0.000  0.000  0.000  0.000
03:17:02 870.15   13.4   50.5   1313    0.6     87    8.5    25.0   3.3   0.85   5.59   38.0     0.00   0.00    0.0  0.001  0.000  0.000  0.000  0.000  0.000
03:17:03 870.00   13.2   50.6   1315    0.5     87    8.5    24.9   3.2   0.85   5.56   39.0     0.00   0.00    0.0  0.001  0.000  0.000  0.000  0.000  0.000
