    Time  Press    Temp     Rh    Alt  Speed    Dir   Batt  P.Temp  Dew   S.H.   M.R.     Et    Ozone O3Curr O3Temp   AD1    AD2    AD3    AD4    AD5    AD6
            hPa      °C     %      m    mps    deg      v     °C     °C          g/kg      s      ppb     µA     °C     v      v      v      v      v      v 
--------------------------------------------------------------------------------------------------------------------------------------------------------------
23:26:57 871.08   20.6   26.4   1312    2.7    335    8.6    32.4   0.7   0.82   4.63    1.0     0.00   0.00    0.0  0.000  0.000  0.017  0.004  0.000  0.013
23:26:59 871.03   21.3   26.4   1312    2.1    352    8.6    33.1   1.2   0.83   4.81    3.0     0.00   0.00    0.0  0.000  0.000  0.017  0.005  0.000  0.013
23:27:00 871.13   21.5   26.4   1311    1.7    353    8.6    33.3   1.4   0.83   4.88    4.0     0.00   0.00    0.0  0.000  0.000  0.017  0.004  0.000  0.013
23:27:01 871.02   21.6   26.4   1312    1.6    357    8.5    33.5   1.6   0.83   4.93    5.0     0.00   0.00    0.0  0.000  0.000  0.017  0.004  0.000  0.013
23:27:06 870.97   21.0   25.5   1313    2.9    357    8.5    32.8   0.6   0.82   4.58   10.0     0.00   0.00    0.0  0.000  0.000  0.017  0.004  0.000  0.013
23:27:07 871.30   19.4   25.7   1310    3.1    359    8.5    31.1  -0.8   0.80   4.12   11.0     0.00   0.00    0.0  0.000  0.000  0.017  0.004  0.000  0.013
23:27:08 870.97   19.4   25.8   1313    3.2    354    8.5    31.2  -0.6   0.81   4.16   12.0     0.00   0.00    0.0  0.000  0.000  0.017  0.004  0.000  0.013
23:27:09 870.99   18.8   25.4   1313    3.2    353    8.5    30.6  -1.3   0.80   3.93   13.0     0.00   0.00    0.0  0.000  0.000  0.017  0.004  0.000  0.013
23:27:10 871.22   18.8   25.8   1310    2.9    350    8.5    30.5  -1.2   0.80   3.97   14.0     0.00   0.00    0.0  0.000  0.000  0.017  0.004  0.000  0.013
23:27:11 871.02   18.6   25.5   1312    2.8    333    8.5    30.4  -1.5   0.80   3.89   15.0     0.00   0.00    0.0  0.000  0.000  0.017  0.005  0.000  0.013
23:27:13 870.96   18.9   26.1   1313    3.5    345    8.5    30.7  -0.9   0.80   4.08   17.0     0.00   0.00    0.0  0.000  0.000  0.017  0.004  0.000  0.013
23:27:16 871.06   19.7   26.5   1312    3.3    356    8.5    31.5   0.0   0.81   4.40   20.0     0.00   0.00    0.0  0.000  0.000  0.017  0.004  0.000  0.013
23:27:17 871.05   18.9   26.1   1312    3.8    348    8.5    30.6  -1.0   0.80   4.06   21.0     0.00   0.00    0.0  0.000  0.000  0.017  0.004  0.000  0.013
23:27:18 870.90   18.4   25.9   1313    4.8    325    8.5    30.1  -1.4   0.80   3.90   22.0     0.00   0.00    0.0  0.000  0.000  0.017  0.004  0.000  0.013
23:27:19 870.94   19.4   26.7   1313    4.6    348    8.5    31.2  -0.2   0.81   4.33   23.0     0.00   0.00    0.0  0.000  0.000  0.017  0.004  0.000  0.013
23:27:21 871.10   20.4   26.8   1311    3.5    343    8.5    32.2   0.7   0.82   4.64   25.0     0.00   0.00    0.0  0.000  0.000  0.017  0.004  0.000  0.013
23:27:23 870.94   19.4   26.3   1313    4.4      3    8.5    31.2  -0.4   0.81   4.25   27.0     0.00   0.00    0.0  0.000  0.000  0.017  0.004  0.000  0.013
23:27:25 871.02   19.0   26.2   1312    5.9    345    8.5    30.7  -0.8   0.80   4.11   29.0     0.00   0.00    0.0  0.000  0.000  0.017  0.004  0.000  0.013
23:27:26 871.05   18.9   26.3   1312    5.1     16    8.5    30.6  -0.8   0.80   4.10   30.0     0.00   0.00    0.0  0.000  0.000  0.017  0.004  0.000  0.013
23:27:27 870.92   19.6   26.9   1313    4.7    355    8.5    31.4   0.1   0.82   4.43   31.0     0.00   0.00    0.0  0.000  0.000  0.017  0.004  0.000  0.013
23:27:28 870.97   18.4   26.0   1313    4.9    360    8.5    30.1  -1.4   0.80   3.91   32.0     0.00   0.00    0.0  0.000  0.000  0.017  0.004  0.000  0.013
23:27:29 870.88   18.5   26.6   1314    5.7    356    8.5    30.3  -1.0   0.80   4.04   33.0     0.00   0.00    0.0  0.000  0.000  0.017  0.004  0.000  0.013
23:27:30 870.94   19.3   27.1   1313    5.1    351    8.5    31.1  -0.1   0.81   4.37   34.0     0.00   0.00    0.0  0.000  0.000  0.017  0.004  0.000  0.013
23:27:31 870.87   18.1   26.3   1314    4.7    340    8.5    29.9  -1.5   0.80   3.88   35.0     0.00   0.00    0.0  0.000  0.000  0.017  0.004  0.000  0.013
23:27:33 871.03   19.0   27.0   1312    4.2    340    8.5    30.7  -0.4   0.81   4.25   37.0     0.00   0.00    0.0  0.000  0.000  0.017  0.004  0.000  0.013
23:27:34 870.82   19.8   27.3   1314    3.9    347    8.5    31.6   0.4   0.82   4.53   38.0     0.00   0.00    0.0  0.000  0.000  0.017  0.004  0.000  0.013
23:27:35 870.80   18.4   26.5   1314    4.9    347    8.5    30.1  -1.2   0.80   3.99   39.0     0.00   0.00    0.0  0.000  0.000  0.017  0.004  0.000  0.013
23:27:36 870.87   19.5   27.3   1314    5.7    336    8.5    31.3   0.2   0.82   4.47   40.0     0.00   0.00    0.0  0.000  0.000  0.017  0.004  0.000  0.013
23:27:37 871.02   18.7   26.9   1312    5.1    354    8.5    30.4  -0.7   0.81   4.15   41.0     0.00   0.00    0.0  0.000  0.000  0.017  0.004  0.000  0.013
23:27:38 871.21   19.8   27.3   1310    5.0    354    8.5    31.6   0.5   0.82   4.55   42.0     0.00   0.00    0.0  0.000  0.000  0.017  0.004  0.000  0.012
23:27:39 871.06   20.2   27.3   1312    4.3    355    8.5    32.0   0.8   0.82   4.66   43.0     0.00   0.00    0.0  0.000  0.000  0.017  0.004  0.000  0.013
23:27:41 871.09   20.4   27.2   1312    3.3    345    8.5    32.2   0.9   0.82   4.71   45.0     0.00   0.00    0.0  0.000  0.000  0.017  0.004  0.000  0.012
23:27:43 870.94   19.6   26.8   1313    3.3    342    8.5    31.4   0.0   0.81   4.40   47.0     0.00   0.00    0.0  0.000  0.000  0.017  0.004  0.000  0.013
23:27:44 871.14   18.7   26.1   1311    3.8    333    8.5    30.5  -1.1   0.80   4.02   48.0     0.00   0.00    0.0  0.000  0.000  0.017  0.004  0.000  0.012
23:27:46 870.99   19.1   26.5   1313    4.3    333    8.5    30.9  -0.5   0.81   4.21   50.0     0.00   0.00    0.0  0.000  0.000  0.016  0.004  0.000  0.012
23:27:47 871.11   19.7   26.5   1311    3.6    329    8.5    31.5   0.0   0.81   4.40   51.0     0.00   0.00    0.0  0.000  0.000  0.016  0.004  0.000  0.012
23:27:48 870.83   19.8   26.7   1314    3.8    350    8.5    31.6   0.1   0.82   4.44   52.0     0.00   0.00    0.0  0.000  0.000  0.016  0.004  0.000  0.012
23:27:49 870.85   19.6   26.8   1314    3.9    353    8.5    31.4   0.0   0.81   4.40   53.0     0.00   0.00    0.0  0.000  0.000  0.016  0.004  0.000  0.012
23:27:50 871.04   19.0   26.4   1312    4.5    355    8.5    30.7  -0.7   0.81   4.14   54.0     0.00   0.00    0.0  0.000  0.000  0.016  0.004  0.000  0.012
23:27:51 870.94   19.1   26.6   1313    4.7    358    8.5    30.8  -0.5   0.81   4.20   55.0     0.00   0.00    0.0  0.000  0.000  0.016  0.004  0.000  0.012
23:27:52 871.13   19.7   26.9   1311    4.4    347    8.5    31.5   0.2   0.82   4.45   56.0     0.00   0.00    0.0  0.000  0.000  0.016  0.004  0.000  0.012
23:27:53 871.02   19.5   26.7   1312    3.7    334    8.5    31.3  -0.1   0.81   4.36   57.0     0.00   0.00    0.0  0.000  0.000  0.016  0.004  0.000  0.012
23:27:55 870.85   19.1   26.4   1314    3.2    336    8.5    30.9  -0.6   0.81   4.20   59.0     0.00   0.00    0.0  0.000  0.000  0.016  0.004  0.000  0.012
23:27:56 870.85   19.0   26.6   1314    2.6    343    8.5    30.8  -0.6   0.81   4.18   59.9     0.00   0.00    0.0  0.000  0.000  0.016  0.004  0.000  0.012
23:27:57 870.84   19.0   26.4   1314    2.6    340    8.5    30.8  -0.6   0.81   4.17   60.9     0.00   0.00    0.0  0.000  0.000  0.016  0.004  0.000  0.012
23:28:03 870.95   19.4   26.9   1313    4.2    324    8.5    31.1  -0.1   0.81   4.35   66.9     0.00   0.00    0.0  0.000  0.000  0.016  0.004  0.000  0.012
23:28:05 870.96   18.9   26.9   1313    3.4    318    8.5    30.6  -0.5   0.81   4.21   68.9     0.00   0.00    0.0  0.000  0.000  0.016  0.004  0.000  0.012
23:28:08 870.86   18.9   27.0   1314    3.1    326    8.5    30.7  -0.4   0.81   4.24   72.0     0.00   0.00    0.0  0.000  0.000  0.016  0.004  0.000  0.012
23:28:10 870.92   19.5   27.4   1313    3.2    321    8.5    31.3   0.2   0.82   4.47   73.9     0.00   0.00    0.0  0.000  0.000  0.016  0.004  0.000  0.012
23:28:11 871.23   19.3   27.3   1310    3.4    342    8.5    31.0  -0.0   0.81   4.39   74.9     0.00   0.00    0.0  0.000  0.000  0.016  0.004  0.000  0.012
23:28:12 871.21   19.4   27.2   1310    2.7    341    8.5    31.2   0.1   0.82   4.41   75.9     0.00   0.00    0.0  0.000  0.000  0.016  0.004  0.000  0.012
23:28:14 871.14   18.9   27.1   1311    3.3    332    8.5    30.6  -0.4   0.81   4.25   77.9     0.00   0.00    0.0  0.000  0.000  0.016  0.004  0.000  0.012
23:28:15 871.33   19.4   27.3   1309    3.2    323    8.5    31.2   0.2   0.82   4.44   78.9     0.00   0.00    0.0  0.000  0.000  0.016  0.004  0.000  0.012
23:28:17 871.42   19.3   27.5   1308    2.6    329    8.5    31.0   0.1   0.82   4.43   80.9     0.00   0.00    0.0  0.000  0.000  0.016  0.004  0.000  0.012
23:28:18 871.16   19.6   27.4   1311    2.1    333    8.5    31.3   0.3   0.82   4.50   81.9     0.00   0.00    0.0  0.000  0.000  0.016  0.004  0.000  0.012
23:28:19 870.92   19.8   27.8   1313    2.4    344    8.5    31.6   0.7   0.82   4.64   82.9     0.00   0.00    0.0  0.000  0.000  0.016  0.004  0.000  0.012
23:28:21 871.11   20.1   27.5   1311    2.1    342    8.5    31.8   0.8   0.82   4.66   84.9     0.00   0.00    0.0  0.000  0.000  0.016  0.004  0.000  0.012
23:28:22 870.92   19.3   27.1   1313    2.2    335    8.5    31.1  -0.0   0.81   4.38   85.9     0.00   0.00    0.0  0.000  0.000  0.016  0.004  0.000  0.012
23:28:23 871.26   20.0   27.5   1310    2.1    337    8.5    31.8   0.7   0.82   4.63   86.9     0.00   0.00    0.0  0.000  0.000  0.016  0.004  0.000  0.012
23:28:24 870.94   19.3   27.1   1313    2.1    341    8.5    31.1  -0.1   0.81   4.36   87.9     0.00   0.00    0.0  0.000  0.000  0.016  0.004  0.000  0.012
23:28:25 871.07   18.6   26.7   1312    2.1    328    8.5    30.3  -0.9   0.80   4.09   88.9     0.00   0.00    0.0  0.000  0.000  0.016  0.004  0.000  0.012
23:28:26 871.06   18.1   26.7   1312    2.6    326    8.5    29.8  -1.3   0.80   3.95   90.1     0.00   0.00    0.0  0.000  0.000  0.016  0.004  0.000  0.012
23:28:28 871.14   18.4   26.9   1311    2.5    345    8.5    30.1  -0.9   0.80   4.06   91.9     0.00   0.00    0.0  0.000  0.000  0.016  0.004  0.000  0.012
23:28:29 871.09   18.9   27.4   1312    2.5    336    8.5    30.6  -0.3   0.81   4.29   92.9     0.00   0.00    0.0  0.000  0.000  0.016  0.004  0.000  0.012
23:28:30 871.12   18.8   27.5   1311    2.2    340    8.5    30.6  -0.3   0.81   4.29   93.9     0.00   0.00    0.0  0.000  0.000  0.016  0.004  0.000  0.012
23:28:33 871.10   18.6   27.8   1311    2.5    322    8.5    30.3  -0.4   0.81   4.27   96.9     0.00   0.00    0.0  0.000  0.000  0.016  0.004  0.000  0.012
23:28:35 871.10   19.5   28.3   1311    2.6    348    8.5    31.2   0.6   0.82   4.60   98.9     0.00   0.00    0.0  0.000  0.000  0.016  0.004  0.000  0.012
23:28:37 871.18   19.5   28.4   1311    2.3    356    8.5    31.3   0.7   0.82   4.64  100.9     0.00   0.00    0.0  0.000  0.000  0.016  0.004  0.000  0.012
23:28:39 871.08   19.8   28.4   1312    2.5      3    8.5    31.6   1.0   0.83   4.72  102.9     0.00   0.00    0.0  0.000  0.000  0.016  0.004  0.000  0.012
23:28:43 871.02   18.6   28.2   1312    2.9    354    8.5    30.4  -0.1   0.81   4.35  106.9     0.00   0.00    0.0  0.000  0.000  0.016  0.004  0.000  0.012
23:28:44 871.23   18.9   28.3   1310    3.5    343    8.5    30.6   0.2   0.82   4.46  107.9     0.00   0.00    0.0  0.000  0.000  0.016  0.004  0.000  0.012
23:28:46 871.23   18.4   28.0   1310    3.5      3    8.5    30.1  -0.4   0.81   4.26  109.9     0.00   0.00    0.0  0.000  0.000  0.016  0.004  0.000  0.012
23:28:47 870.72   18.0   27.7   1315    3.3    354    8.5    29.7  -0.9   0.80   4.08  110.9     0.00   0.00    0.0  0.000  0.000  0.016  0.004  0.000  0.012
23:28:49 871.16   19.0   29.0   1311    3.1      1    8.5    30.8   0.6   0.82   4.59  112.9     0.00   0.00    0.0  0.000  0.000  0.016  0.004  0.000  0.012
23:28:50 871.18   18.5   28.7   1311    3.2    343    8.5    30.2   0.0   0.81   4.40  113.9     0.00   0.00    0.0  0.000  0.000  0.016  0.004  0.000  0.012
23:28:51 870.92   18.4   28.3   1313    3.2    350    8.5    30.1  -0.2   0.81   4.30  114.9     0.00   0.00    0.0  0.000  0.000  0.016  0.004  0.000  0.012
23:28:52 871.12   18.3   28.4   1311    3.3    357    8.5    30.0  -0.3   0.81   4.28  115.9     0.00   0.00    0.0  0.000  0.000  0.016  0.004  0.000  0.012
23:28:53 871.30   18.3   28.7   1309    3.1     14    8.5    30.0  -0.1   0.81   4.34  116.9     0.00   0.00    0.0  0.000  0.000  0.016  0.004  0.000  0.012
23:28:54 871.15   19.0   29.4   1311    3.0     16    8.5    30.7   0.8   0.82   4.65  117.9     0.00   0.00    0.0  0.000  0.000  0.016  0.004  0.000  0.012
23:28:56 871.03   18.6   28.9   1312    2.6    359    8.5    30.4   0.2   0.82   4.47  119.9     0.00   0.00    0.0  0.000  0.000  0.016  0.004  0.000  0.012
23:28:57 871.14   18.6   28.8   1311    2.5    353    8.5    30.3   0.2   0.82   4.45  120.9     0.00   0.00    0.0  0.000  0.000  0.016  0.004  0.000  0.012
23:28:58 871.33   18.9   29.4   1309    2.5    352    8.5    30.7   0.7   0.82   4.63  121.9     0.00   0.00    0.0  0.000  0.000  0.016  0.004  0.000  0.012
23:28:59 871.22   19.4   29.5   1310    2.6    351    8.5    31.1   1.2   0.83   4.78  122.9     0.00   0.00    0.0  0.000  0.000  0.016  0.004  0.000  0.012
23:29:00 871.28   19.5   29.5   1310    2.4    352    8.5    31.2   1.3   0.83   4.81  123.9     0.00   0.00    0.0  0.000  0.000  0.015  0.004  0.000  0.012
23:29:01 870.95   19.3   29.5   1313    2.4      4    8.5    31.1   1.1   0.83   4.76  124.9     0.00   0.00    0.0  0.000  0.000  0.016  0.004  0.000  0.012
23:29:02 871.23   19.6   29.9   1310    2.4     11    8.5    31.4   1.6   0.83   4.93  125.9     0.00   0.00    0.0  0.000  0.000  0.015  0.004  0.000  0.012
23:29:04 871.23   19.7   29.3   1310    2.1      8    8.5    31.5   1.4   0.83   4.85  127.9     0.00   0.00    0.0  0.000  0.000  0.015  0.004  0.000  0.012
23:29:06 871.01   19.5   28.9   1312    2.1    354    8.5    31.3   1.0   0.83   4.73  129.9     0.00   0.00    0.0  0.000  0.000  0.015  0.004  0.000  0.012
23:29:07 871.08   19.7   29.1   1312    1.9    349    8.5    31.5   1.2   0.83   4.81  130.9     0.00   0.00    0.0  0.000  0.000  0.015  0.004  0.000  0.012
23:29:08 871.24   19.8   29.0   1310    1.9    358    8.5    31.5   1.3   0.83   4.83  131.9     0.00   0.00    0.0  0.000  0.000  0.015  0.004  0.000  0.012
23:29:09 871.13   19.7   29.0   1311    2.3    345    8.5    31.4   1.2   0.83   4.78  132.9     0.00   0.00    0.0  0.000  0.000  0.015  0.004  0.000  0.012
23:29:10 870.85   19.8   29.0   1314    2.6    349    8.5    31.6   1.3   0.83   4.82  133.9     0.00   0.00    0.0  0.000  0.000  0.015  0.004  0.000  0.012
23:29:11 871.28   19.8   29.0   1310    2.6    344    8.5    31.5   1.3   0.83   4.82  134.9     0.00   0.00    0.0  0.000  0.000  0.015  0.004  0.000  0.012
23:29:12 871.09   19.7   28.7   1312    2.4    354    8.5    31.5   1.0   0.83   4.74  135.9     0.00   0.00    0.0  0.000  0.000  0.015  0.004  0.000  0.012
23:29:13 870.92   19.5   28.6   1313    2.6      3    8.5    31.3   0.8   0.82   4.67  136.9     0.00   0.00    0.0  0.000  0.000  0.015  0.004  0.000  0.012
23:29:15 870.94   19.1   28.5   1313    2.0    359    8.5    30.9   0.5   0.82   4.55  138.9     0.00   0.00    0.0  0.000  0.000  0.015  0.004  0.000  0.012
23:29:16 870.89   19.5   28.8   1314    2.2    356    8.5    31.3   0.9   0.82   4.70  139.9     0.00   0.00    0.0  0.000  0.000  0.015  0.004  0.000  0.012
23:29:17 870.80   19.8   29.4   1314    2.2    348    8.5    31.7   1.5   0.83   4.91  140.9     0.00   0.00    0.0  0.000  0.000  0.015  0.004  0.000  0.012
23:29:18 870.95   19.2   28.3   1313    2.4      4    8.5    31.0   0.4   0.82   4.54  141.9     0.00   0.00    0.0  0.000  0.000  0.015  0.004  0.000  0.012
