jday_sn3,hour_sn3,minx_sn3,wsp_sn3,truewdir_sn3,Tsm_sn3,wu_cov_sn3,wv_cov_sn3,uv_cov_sn3,wT_cov_sn3,uT_cov_sn3,vT_cov_sn3,sigu_cov_sn3,sigv_cov_sn3,sigw_cov_sn3,sigT_cov_sn3
272,0,0,2.5795506,30.597127,23.32623,-0.087086722,0.014310423,-0.087212426,0.0076291875,-0.012399659,-0.0015079703,0.73121231,0.59052433,0.39785708,0.063308247
272,0,5,2.6169996,34.61203,23.243934,-0.091784096,0.019656547,-0.034309196,-0.00085278291,-0.0041836803,-0.0011651827,0.83153839,0.43262123,0.3226708,0.040405332
272,0,10,2.8335334,36.825516,23.208141,-0.061540299,-0.0030156401,0.073233577,-0.0027413647,-0.0012489996,-0.0021022153,0.70030396,0.58361669,0.33325574,0.046860122
272,0,15,1.9192617,20.686027,23.140288,-0.012463868,-0.0071316125,-0.11601715,-0.0065846969,0.0037916043,0.0080160852,0.53963195,0.54563415,0.26472998,0.072107976
272,0,20,2.1373898,35.541018,23.142556,-0.037722065,0.0087873901,0.011016889,-0.0060821499,-0.0022441658,-0.008310887,0.48797096,0.46798566,0.26564579,0.073374447
272,0,25,1.5730859,34.655316,23.044991,-0.08902666,-0.0011540115,0.034274763,-0.010321006,0.013129287,-0.0059499475,0.63645783,0.44690726,0.3188024,0.10628068
272,0,30,1.7216216,30.228641,23.021712,-0.035839941,0.0010758636,-0.052023498,-0.014119448,0.013926239,-0.0064081321,0.38937504,0.43470089,0.26745074,0.11230819
272,0,35,1.0247129,18.188629,22.93058,-0.019956414,0.0023082036,0.026554001,-0.0061423384,0.00992673,-0.0034281742,0.31437954,0.34205107,0.18012799,0.13672306
272,0,40,1.0875432,5.5445853,22.953642,-0.014477353,0.0047723271,-0.019888238,-0.004127594,0.02218209,-0.014343265,0.37816022,0.23085765,0.13061185,0.15075516
272,0,45,0.94096427,16.61409,22.963724,-0.015065642,0.00075842281,0.0053510819,-0.0067075944,0.014879787,-0.008430938,0.2742425,0.22480168,0.13631899,0.13880766
272,0,50,1.06842,8.7980214,22.913531,0.0018712673,0.0023795811,-0.031465076,-0.00094982566,0.019192892,-0.0044326199,0.33972627,0.39958788,0.1423585,0.16181238
272,0,55,1.2464539,7.5550305,23.027337,-0.004115231,0.0031611882,0.0069105731,-0.0058403641,0.011303272,-0.010230559,0.2424641,0.25185906,0.15379795,0.1386598
272,1,0,0.70517948,0.40159351,22.915169,-0.013650494,0.012310825,-0.077307539,-0.0074565053,0.040167836,-0.044033656,0.35028228,0.32722663,0.12497139,0.21078066
272,1,5,0.57622337,309.00357,22.672918,-0.0025310749,0.0049887179,0.0061965258,-0.005335816,-0.015356744,-0.017386159,0.1991807,0.22501845,0.122712,0.20965125
272,1,10,0.87041608,292.14904,22.297881,-0.0015645234,0.0022979913,-0.021917446,0.00031067112,-0.053119834,0.014981425,0.25993066,0.1844279,0.11638689,0.32912498
272,1,15,1.1408941,283.93329,22.245595,0.0039910139,0.003197788,-0.009692384,-0.0027412161,-0.040951788,0.0093491601,0.21955792,0.17294212,0.10531122,0.25512442
272,1,20,1.5050265,286.38558,22.002197,-0.0092713229,0.01989021,-0.0189212,0.019176873,-0.10147396,0.034372032,0.28670457,0.24479018,0.13747815,0.49622497
272,1,25,1.4330532,296.72772,21.510568,-0.0071028674,0.0098099522,-0.066704768,0.0019068202,-0.10383468,0.12740262,0.28679613,0.31172658,0.1146053,0.63351679
272,1,30,1.622906,301.48149,21.724581,0.0083110414,0.00078344284,-0.001026113,-0.0075727652,-0.067603176,-0.0028706744,0.27479056,0.1519634,0.10527228,0.32150856
272,1,35,1.9887116,292.12134,21.480891,0.0033282291,-0.00046171848,-0.01089508,-0.0055052692,-0.027845697,0.0055760894,0.19093299,0.17726883,0.099733063,0.25272619
272,1,40,1.3820589,269.5,21.615619,0.0039843182,-0.0029091269,-0.032006008,-0.0038050016,-0.039770353,0.033941489,0.23736443,0.19755814,0.10209608,0.29693191
272,1,45,1.7434787,294.20584,21.318158,0.011105289,-0.0028891295,-0.056296398,-0.015703651,-0.051497077,0.026306527,0.34792455,0.30908837,0.15731625,0.46441419
272,1,50,2.234591,297.07521,21.479152,0.001575754,0.00092236896,-0.0094360452,-0.0025816885,-0.024814415,-0.0015378319,0.22161282,0.11412295,0.066973751,0.20385379
272,1,55,2.7196564,290.48096,20.949436,-0.004000944,0.0037361914,-0.028881111,0.0051760056,-0.061010325,0.058274161,0.26233601,0.18671996,0.09661767,0.64499091
272,2,0,2.7590488,288.5041,20.975855,0.0019954543,-9.3743304e-05,-0.0036688771,-0.0065634491,-0.041143852,0.0032246512,0.20412358,0.11844704,0.085242549,0.30975494
272,2,5,2.8363295,288.35132,21.14117,0.00078378438,0.0016726106,4.7574249e-05,-0.0030212109,-0.0025530875,-0.0073823159,0.14240301,0.12846958,0.089025301,0.31764374
272,2,10,2.8182801,290.56392,21.236088,-0.0002474334,0.0011142129,0.002358779,-0.0065807137,0.0051382926,-0.0099624751,0.15568639,0.15192075,0.093665918,0.24800602
272,2,15,2.8673045,283.9658,21.290999,0.0026276685,0.0016638008,0.0032660211,-0.0053232941,-0.022097831,-0.0077766519,0.17880571,0.12974852,0.080173893,0.24935011
272,2,20,2.9696967,290.80998,20.91368,0.0024495517,-0.00085499168,-0.0033653825,-0.0018281952,-0.019858422,-0.00043623039,0.14556984,0.12781434,0.083913462,0.30545445
272,2,25,3.0936696,287.92509,20.801373,0.0010274021,0.00046194765,-0.0068516345,-0.0039047151,-0.0080890132,-0.003744285,0.16300158,0.14642933,0.090272671,0.28097066
272,2,30,2.8491755,284.45793,20.974709,0.0020123029,0.0012362178,-0.0046511038,-0.0059067647,-0.012150672,-0.0033442083,0.17776407,0.12804565,0.092477753,0.29103932
272,2,35,2.8236823,284.6522,20.857302,0.0020241033,-0.00023808496,-0.0042268357,-0.0029275581,-0.019260754,-0.0036742825,0.16186269,0.12767865,0.095872716,0.28445147
272,2,40,2.8636481,285.58781,20.963961,-0.00075026149,-0.0011270175,-0.0020942106,-0.00072387289,-0.022511545,-0.0033256939,0.16214318,0.14752219,0.08946222,0.32011573
272,2,45,2.9523834,285.47918,20.565221,0.0038271096,-0.00012841249,-0.0073749922,-0.0085929163,-0.031816912,0.0036255999,0.1887429,0.12909717,0.095304539,0.37303751
272,2,50,2.6065325,286.57297,20.654099,0.0018017355,0.00065289389,-0.0093232751,-0.0055833019,-0.036107592,0.010635662,0.2025183,0.14823901,0.094961003,0.34425078
272,2,55,2.9724129,288.17428,20.446213,0.0030072373,-0.0006085465,-0.012057198,-0.0085309644,-0.035671557,0.0036876245,0.25845271,0.15840941,0.10701079,0.35265292
