        Time       Press        Temp          Rh         Alt       Speed         Dir        Batt       PTemp         Dew          SH          MR          Et       Ozone      O3Curr      O3Temp         AD1         AD2         AD3         AD4         AD5         AD6
2025-11-04 23:48:51      871.22       18.00       31.30     1310.00       38.50      326.00        7.60       29.70        0.80        0.82        4.64     1315.10        0.00        0.00        0.00        0.00        0.00        0.01        0.00        0.00        0.01
2025-11-04 23:48:52      871.06       17.90       31.50     1312.00        2.80      340.00        7.60       29.60        0.80        0.82        4.66     1316.10        0.00        0.00        0.00        0.00        0.00        0.01        0.00        0.00        0.01
2025-11-04 23:48:54      870.92       17.60       30.80     1313.00        3.20      322.00        7.60       29.40        0.30        0.82        4.48     1318.10        0.00        0.00        0.00        0.00        0.00        0.01        0.00        0.00        0.01
2025-11-04 23:48:55      870.89       17.60       30.70     1314.00        3.30      322.00        7.60       29.30        0.20        0.82        4.46     1319.10        0.00        0.00        0.00        0.00        0.00        0.01        0.00        0.00        0.01
2025-11-04 23:48:56      870.81       17.80       30.80     1314.00        3.30      331.00        7.60       29.50        0.30        0.82        4.50     1320.10        0.00        0.00        0.00        0.00        0.00        0.01        0.00        0.00        0.01
2025-11-04 23:48:57      870.85       17.60       30.40     1314.00        3.20      327.00        7.60       29.30        0.00        0.81        4.40     1321.10        0.00        0.00        0.00        0.00        0.00        0.01        0.00        0.00        0.01
2025-11-04 23:48:58      870.91       17.70       30.80     1313.00        3.10      326.00        7.60       29.40        0.20        0.82        4.47     1322.10        0.00        0.00        0.00        0.00        0.00        0.01        0.00        0.00        0.01
2025-11-04 23:48:59      871.03       17.60       30.50     1312.00        3.20      327.00        7.60       29.30        0.00        0.81        4.40     1323.10        0.00        0.00        0.00        0.00        0.00        0.01        0.00        0.00        0.01
2025-11-04 23:49:01      870.96       17.60       30.50     1313.00        2.90      325.00        7.60       29.30        0.00        0.81        4.40     1325.10        0.00        0.00        0.00        0.00        0.00        0.01        0.00        0.00        0.01
2025-11-04 23:49:02      871.09       17.60       30.40     1312.00        2.80      325.00        7.60       29.30        0.00        0.81        4.40     1326.10        0.00        0.00        0.00        0.00        0.00        0.01        0.00        0.00        0.01
2025-11-04 23:49:04      871.05       17.60       30.80     1312.00        2.70      333.00        7.60       29.30        0.20        0.82        4.47     1328.10        0.00        0.00        0.00        0.00        0.00        0.01        0.00        0.00        0.01
2025-11-04 23:49:06      871.10       17.70       30.70     1312.00        2.80      330.00        7.60       29.40        0.30        0.82        4.48     1330.10        0.00        0.00        0.00        0.00        0.00        0.01        0.00        0.00        0.01
2025-11-04 23:49:09      870.84       17.40       30.30     1314.00        2.90      312.00        7.60       29.10       -0.20        0.81        4.33     1333.10        0.00        0.00        0.00        0.00        0.00        0.01        0.00        0.00        0.01
2025-11-04 23:49:10      870.81       17.40       30.30     1314.00        2.80      318.00        7.60       29.20       -0.10        0.81        4.35     1334.10        0.00        0.00        0.00        0.00        0.00        0.01        0.00        0.00        0.01
2025-11-04 23:49:12      870.92       17.40       30.40     1313.00        2.90      339.00        7.60       29.10       -0.10        0.81        4.35     1336.10        0.00        0.00        0.00        0.00        0.00        0.01        0.00        0.00        0.01
2025-11-04 23:49:13      870.63       17.50       30.70     1316.00        2.90      325.00        7.60       29.20        0.10        0.82        4.43     1337.10        0.00        0.00        0.00        0.00        0.00        0.01        0.00        0.00        0.01
2025-11-04 23:49:14      870.70       17.50       30.80     1315.00        2.80      335.00        7.60       29.30        0.10        0.82        4.44     1338.10        0.00        0.00        0.00        0.00        0.00        0.01        0.00        0.00        0.01
2025-11-04 23:49:15      870.52       17.40       30.50     1317.00        2.70      321.00        7.60       29.20       -0.10        0.81        4.37     1339.10        0.00        0.00        0.00        0.00        0.00        0.01        0.00        0.00        0.01
2025-11-04 23:49:16      870.61       17.40       30.40     1316.00        2.80      307.00        7.60       29.10       -0.10        0.81        4.35     1340.10        0.00        0.00        0.00        0.00        0.00        0.01        0.00        0.00        0.01
2025-11-04 23:49:17      870.56       17.40       30.50     1317.00        2.80      312.00        7.60       29.20       -0.10        0.81        4.37     1341.10        0.00        0.00        0.00        0.00        0.00        0.01        0.00        0.00        0.01
2025-11-04 23:49:18      870.39       17.40       30.50     1319.00        2.70      308.00        7.60       29.20       -0.10        0.81        4.37     1342.10        0.00        0.00        0.00        0.00        0.00        0.01        0.00        0.00        0.01
2025-11-04 23:49:19      870.61       17.40       30.50     1316.00        2.60      306.00        7.60       29.20       -0.10        0.81        4.37     1343.10        0.00        0.00        0.00        0.00        0.00        0.01        0.00        0.00        0.01
2025-11-04 23:49:23      870.28       17.30       30.20     1320.00        2.40      319.00        7.60       29.00       -0.30        0.81        4.29     1347.10        0.00        0.00        0.00        0.00        0.00        0.01        0.00        0.00        0.01
2025-11-04 23:49:25      870.29       17.40       30.50     1320.00        2.40      337.00        7.60       29.10       -0.10        0.81        4.36     1349.10        0.00        0.00        0.00        0.00        0.00        0.01        0.00        0.00        0.01
2025-11-04 23:49:26      870.14       17.30       30.50     1321.00        2.40      341.00        7.60       29.10       -0.20        0.81        4.34     1350.10        0.00        0.00        0.00        0.00        0.00        0.01        0.00        0.00        0.01
2025-11-04 23:49:28      870.14       17.30       30.50     1321.00        2.40      339.00        7.60       29.10       -0.20        0.81        4.34     1352.10        0.00        0.00        0.00        0.00        0.00        0.01        0.00        0.00        0.01
2025-11-04 23:49:29      870.23       17.30       30.40     1320.00        2.30      340.00        7.60       29.10       -0.20        0.81        4.33     1353.10        0.00        0.00        0.00        0.00        0.00        0.01        0.00        0.00        0.01
2025-11-04 23:49:30      870.23       17.30       30.40     1320.00        2.40      335.00        7.60       29.10       -0.20        0.81        4.32     1354.10        0.00        0.00        0.00        0.00        0.00        0.01        0.00        0.00        0.01
2025-11-04 23:49:31      870.07       17.30       30.30     1322.00        2.30      328.00        7.60       29.10       -0.30        0.81        4.31     1355.10        0.00        0.00        0.00        0.00        0.00        0.01        0.00        0.00        0.01
2025-11-04 23:49:33      870.25       17.30       30.30     1320.00        2.30      322.00        7.60       29.10       -0.20        0.81        4.31     1357.10        0.00        0.00        0.00        0.00        0.00        0.01        0.00        0.00        0.01
2025-11-04 23:49:34      869.91       17.30       30.30     1323.00        2.30      318.00        7.60       29.10       -0.30        0.81        4.30     1358.10        0.00        0.00        0.00        0.00        0.00        0.01        0.00        0.00        0.01
2025-11-04 23:49:37      869.75       17.20       30.40     1325.00        2.40      331.00        7.60       29.10       -0.30        0.81        4.31     1361.10        0.00        0.00        0.00        0.00        0.00        0.01        0.00        0.00        0.01
2025-11-04 23:49:38      869.73       17.20       30.50     1325.00        2.30      335.00        7.60       29.10       -0.30        0.81        4.31     1362.10        0.00        0.00        0.00        0.00        0.00        0.01        0.00        0.00        0.01
2025-11-04 23:49:39      869.52       17.20       30.40     1327.00        2.30      335.00        7.60       29.10       -0.30        0.81        4.30     1363.10        0.00        0.00        0.00        0.00        0.00        0.01        0.00        0.00        0.01
